Indicator ID,Dimension List,Timeframe,Numeric Value,Missing Value Flag,Confidence Interval Low,Confidence Interval High,Standard Error,LocaleID,Locale,Locale Level,Locale State FIPS Code,Locale County FIPS Code,Locale County SSA Code,Locale HRR Code,Total,Age,Sex,Race Ethnicity,Income And Poverty Status,Educational Attainment,Health Insurance Status,Sexual Orientation,Marital Status,Family Type,Veteran Status,Country Of Birth,Disability Status,Obesity Status,Characteristic Of School Or Student,Other,Geography,Modifier1,Modifier2,Modifier3,Modifier4,Modifier5,Numerator,Denominator
364941934,"Aged 15-17 years; Black or African American, non-Hispanic (Of mother)","2009-2013","14.2",,"13.1","15.3","0.6",9,"Connecticut","State","09","9",,,,"Aged 15-17 years",,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"640","44976"
364941937,"Aged 18-19 years; Black or African American, non-Hispanic (Of mother)","2009-2013","49.7",,"47.3","52.1","1.2",9,"Connecticut","State","09","9",,,,"Aged 18-19 years",,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"1622","32648"
364941931,"Hispanic or Latino (Of mother)","2009-2013","47.6",,"46.3","48.9","0.7",9,"Connecticut","State","09","9",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"5168","108580"
364941932,"White, non-Hispanic (Of mother)","2009-2013","7.0",,"6.8","7.3","0.1",9,"Connecticut","State","09","9",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"2857","405732"
364941933,"Black or African American, non-Hispanic (Of mother)","2009-2013","29.1",,"27.9","30.3","0.6",9,"Connecticut","State","09","9",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"2262","77624"
364944303,"Total","2009-2013","13.9",,"13.3","14.5","0.3",409,"Connecticut - Fairfield","County","09","9001",,,"Total",,,,,,,,,,,,,,,,,,,,,,"2198","158068"
364944304,"Aged 15-17 years (Of mother)","2009-2013","6.2",,"5.7","6.7","0.3",409,"Connecticut - Fairfield","County","09","9001",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"621","99506"
364944305,"Aged 18-19 years (Of mother)","2009-2013","26.9",,"25.6","28.3","0.7",409,"Connecticut - Fairfield","County","09","9001",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"1577","58562"
364944306,"Hispanic or Latino (Of mother)","2009-2013","40.3",,"38.0","42.5","1.1",409,"Connecticut - Fairfield","County","09","9001",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"1241","30815"
364944307,"White, non-Hispanic (Of mother)","2009-2013","3.4",,"3.0","3.7","0.2",409,"Connecticut - Fairfield","County","09","9001",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"335","99457"
364944308,"Black or African American, non-Hispanic (Of mother)","2009-2013","28.3",,"26.0","30.5","1.2",409,"Connecticut - Fairfield","County","09","9001",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"601","21247"
364944309,"Total","2009-2013","21.6",,"20.8","22.3","0.4",410,"Connecticut - Hartford","County","09","9003",,,"Total",,,,,,,,,,,,,,,,,,,,,,"3224","149581"
364944310,"Aged 15-17 years (Of mother)","2009-2013","10.4",,"9.8","11.1","0.3",410,"Connecticut - Hartford","County","09","9003",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"952","91298"
364944311,"Aged 18-19 years (Of mother)","2009-2013","39.0",,"37.4","40.6","0.8",410,"Connecticut - Hartford","County","09","9003",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"2272","58283"
364944312,"Hispanic or Latino (Of mother)","2009-2013","57.9",,"55.3","60.5","1.3",410,"Connecticut - Hartford","County","09","9003",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"1867","32253"
364944313,"White, non-Hispanic (Of mother)","2009-2013","7.5",,"6.9","8.0","0.3",410,"Connecticut - Hartford","County","09","9003",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"648","86862"
364944314,"Black or African American, non-Hispanic (Of mother)","2009-2013","28.3",,"26.1","30.4","1.1",410,"Connecticut - Hartford","County","09","9003",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"684","24204"
364944315,"Total","2009-2013","9.9",,"8.8","11.0","0.6",411,"Connecticut - Litchfield","County","09","9005",,,"Total",,,,,,,,,,,,,,,,,,,,,,"289","29191"
364944316,"Aged 15-17 years (Of mother)","2009-2013","4.7",,"3.8","5.8","0.5",411,"Connecticut - Litchfield","County","09","9005",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"93","19604"
364944317,"Aged 18-19 years (Of mother)","2009-2013","20.4",,"17.6","23.3","1.5",411,"Connecticut - Litchfield","County","09","9005",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"196","9587"
364944318,"Hispanic or Latino (Of mother)","2009-2013","20.5",,"14.6","28.0","3.3",411,"Connecticut - Litchfield","County","09","9005",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"39","1901"
364944319,"White, non-Hispanic (Of mother)","2009-2013","9.2",,"8.0","10.3","0.6",411,"Connecticut - Litchfield","County","09","9005",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"238","25997"
364944320,"Black or African American, non-Hispanic (Of mother)","2009-2013","DSU","DSU",,,,411,"Connecticut - Litchfield","County","09","9005",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,,"555"
364944321,"Total","2009-2013","8.8",,"7.6","9.9","0.6",412,"Connecticut - Middlesex","County","09","9007",,,"Total",,,,,,,,,,,,,,,,,,,,,,"227","25865"
364944322,"Aged 15-17 years (Of mother)","2009-2013","2.9",,"2.2","3.9","0.4",412,"Connecticut - Middlesex","County","09","9007",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"46","15639"
364944323,"Aged 18-19 years (Of mother)","2009-2013","17.7",,"15.1","20.3","1.3",412,"Connecticut - Middlesex","County","09","9007",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"181","10226"
364944324,"Hispanic or Latino (Of mother)","2009-2013","26.2",,"19.5","34.4","3.7",412,"Connecticut - Middlesex","County","09","9007",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"51","1947"
364944325,"White, non-Hispanic (Of mother)","2009-2013","6.4",,"5.4","7.5","0.6",412,"Connecticut - Middlesex","County","09","9007",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"136","21134"
364944326,"Black or African American, non-Hispanic (Of mother)","2009-2013","21.9",,"15.4","30.1","3.6",412,"Connecticut - Middlesex","County","09","9007",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"37","1693"
364944327,"Total","2009-2013","20.0",,"19.2","20.7","0.4",413,"Connecticut - New Haven","County","09","9009",,,"Total",,,,,,,,,,,,,,,,,,,,,,"3048","152736"
364944328,"Aged 15-17 years (Of mother)","2009-2013","10.4",,"9.7","11.1","0.3",413,"Connecticut - New Haven","County","09","9009",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"893","86007"
364944329,"Aged 18-19 years (Of mother)","2009-2013","32.3",,"30.9","33.7","0.7",413,"Connecticut - New Haven","County","09","9009",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"2155","66729"
364944330,"Hispanic or Latino (Of mother)","2009-2013","49.6",,"47.1","52.1","1.3",413,"Connecticut - New Haven","County","09","9009",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"1546","31173"
364944331,"White, non-Hispanic (Of mother)","2009-2013","7.2",,"6.7","7.8","0.3",413,"Connecticut - New Haven","County","09","9009",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"662","91355"
364944332,"Black or African American, non-Hispanic (Of mother)","2009-2013","33.7",,"31.4","36.0","1.2",413,"Connecticut - New Haven","County","09","9009",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"818","24277"
364944333,"Total","2009-2013","17.4",,"16.1","18.6","0.6",414,"Connecticut - New London","County","09","9011",,,"Total",,,,,,,,,,,,,,,,,,,,,,"772","44461"
364944334,"Aged 15-17 years (Of mother)","2009-2013","5.6",,"4.7","6.5","0.5",414,"Connecticut - New London","County","09","9011",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"152","26953"
364944335,"Aged 18-19 years (Of mother)","2009-2013","35.4",,"32.6","38.2","1.4",414,"Connecticut - New London","County","09","9011",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"620","17508"
364944336,"Hispanic or Latino (Of mother)","2009-2013","39.8",,"34.6","45.1","2.7",414,"Connecticut - New London","County","09","9011",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"220","5523"
364944337,"White, non-Hispanic (Of mother)","2009-2013","13.0",,"11.8","14.3","0.6",414,"Connecticut - New London","County","09","9011",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"432","33112"
364944338,"Black or African American, non-Hispanic (Of mother)","2009-2013","27.2",,"22.0","33.3","2.8",414,"Connecticut - New London","County","09","9011",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"94","3459"
364944339,"Total","2009-2013","5.4",,"4.6","6.1","0.4",415,"Connecticut - Tolland","County","09","9013",,,"Total",,,,,,,,,,,,,,,,,,,,,,"193","35926"
364944340,"Aged 15-17 years (Of mother)","2009-2013","2.4",,"1.7","3.4","0.4",415,"Connecticut - Tolland","County","09","9013",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"35","14324"
364944341,"Aged 18-19 years (Of mother)","2009-2013","7.3",,"6.2","8.5","0.6",415,"Connecticut - Tolland","County","09","9013",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"158","21602"
364944342,"Hispanic or Latino (Of mother)","2009-2013","16.8",,"11.8","23.2","2.8",415,"Connecticut - Tolland","County","09","9013",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"36","2144"
364944343,"White, non-Hispanic (Of mother)","2009-2013","4.6",,"3.8","5.4","0.4",415,"Connecticut - Tolland","County","09","9013",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"140","30356"
364944344,"Black or African American, non-Hispanic (Of mother)","2009-2013","DSU","DSU",,,,415,"Connecticut - Tolland","County","09","9013",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"14","1494"
364944345,"Total","2009-2013","20.7",,"18.7","22.6","1.0",416,"Connecticut - Windham","County","09","9015",,,"Total",,,,,,,,,,,,,,,,,,,,,,"443","21438"
364944346,"Aged 15-17 years (Of mother)","2009-2013","9.0",,"7.3","10.8","0.9",416,"Connecticut - Windham","County","09","9015",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"103","11402"
364944347,"Aged 18-19 years (Of mother)","2009-2013","33.9",,"30.3","37.5","1.8",416,"Connecticut - Windham","County","09","9015",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"340","10036"
364944348,"Hispanic or Latino (Of mother)","2009-2013","59.5",,"50.5","68.5","4.6",416,"Connecticut - Windham","County","09","9015",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"168","2824"
364944349,"White, non-Hispanic (Of mother)","2009-2013","15.2",,"13.4","17.1","0.9",416,"Connecticut - Windham","County","09","9015",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"266","17459"
364944350,"Black or African American, non-Hispanic (Of mother)","2009-2013","DSU","DSU",,,,416,"Connecticut - Windham","County","09","9015",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,,"695"
364922457,"Total","2007-2013","18.5",,"18.3","18.8","0.1",9,"Connecticut","State","09","9",,,"Total",,,,,,,,,,,,,,,,,,,,,,"16020","863806"
364922458,"Aged 15-17 years (Of mother)","2007-2013","9.0",,"8.7","9.2","0.1",9,"Connecticut","State","09","9",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"4624","515808"
364922459,"Aged 18-19 years (Of mother)","2007-2013","32.7",,"32.1","33.3","0.3",9,"Connecticut","State","09","9",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"11396","347998"
364922466,"Aged 15-17 years; Hispanic or Latino (Of mother)","2007-2013","28.7",,"27.6","29.8","0.6",9,"Connecticut","State","09","9",,,,"Aged 15-17 years",,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"2535","88372"
364922460,"Aged 18-19 years; Hispanic or Latino (Of mother)","2007-2013","87.9",,"85.6","90.3","1.2",9,"Connecticut","State","09","9",,,,"Aged 18-19 years",,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"5287","60122"
364922468,"Aged 15-17 years; White, non-Hispanic (Of mother)","2007-2013","3.0",,"2.8","3.2","0.1",9,"Connecticut","State","09","9",,,,"Aged 15-17 years",,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"1027","343457"
364922465,"Aged 18-19 years; White, non-Hispanic (Of mother)","2007-2013","15.0",,"14.5","15.5","0.3",9,"Connecticut","State","09","9",,,,"Aged 18-19 years",,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"3427","228126"
364922464,"Aged 15-17 years; Black or African American, non-Hispanic (Of mother)","2007-2013","16.0",,"15.1","17.0","0.5",9,"Connecticut","State","09","9",,,,"Aged 15-17 years",,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"1028","64067"
364922467,"Aged 18-19 years; Black or African American, non-Hispanic (Of mother)","2007-2013","56.2",,"54.1","58.4","1.1",9,"Connecticut","State","09","9",,,,"Aged 18-19 years",,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"2555","45434"
364922461,"Hispanic or Latino (Of mother)","2007-2013","52.7",,"51.5","53.8","0.6",9,"Connecticut","State","09","9",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"7822","148494"
364922462,"White, non-Hispanic (Of mother)","2007-2013","7.8",,"7.6","8.0","0.1",9,"Connecticut","State","09","9",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"4454","571583"
364922463,"Black or African American, non-Hispanic (Of mother)","2007-2013","32.7",,"31.6","33.8","0.5",9,"Connecticut","State","09","9",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"3583","109501"
364924833,"Total","2007-2013","15.4",,"14.9","15.9","0.3",409,"Connecticut - Fairfield","County","09","9001",,,"Total",,,,,,,,,,,,,,,,,,,,,,"3367","218426"
364924834,"Aged 15-17 years (Of mother)","2007-2013","7.1",,"6.6","7.5","0.2",409,"Connecticut - Fairfield","County","09","9001",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"983","139061"
364924835,"Aged 18-19 years (Of mother)","2007-2013","30.0",,"28.8","31.2","0.6",409,"Connecticut - Fairfield","County","09","9001",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"2384","79365"
364924836,"Hispanic or Latino (Of mother)","2007-2013","45.0",,"43.0","47.1","1.0",409,"Connecticut - Fairfield","County","09","9001",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"1889","41954"
364924837,"White, non-Hispanic (Of mother)","2007-2013","3.9",,"3.5","4.2","0.2",409,"Connecticut - Fairfield","County","09","9001",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"532","137537"
364924838,"Black or African American, non-Hispanic (Of mother)","2007-2013","30.5",,"28.5","32.5","1.0",409,"Connecticut - Fairfield","County","09","9001",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"916","30032"
364924839,"Total","2007-2013","23.5",,"22.9","24.2","0.3",410,"Connecticut - Hartford","County","09","9003",,,"Total",,,,,,,,,,,,,,,,,,,,,,"4947","210249"
364924840,"Aged 15-17 years (Of mother)","2007-2013","11.6",,"11.0","12.2","0.3",410,"Connecticut - Hartford","County","09","9003",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"1503","129394"
364924841,"Aged 18-19 years (Of mother)","2007-2013","42.6",,"41.2","44.0","0.7",410,"Connecticut - Hartford","County","09","9003",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"3444","80855"
364924842,"Hispanic or Latino (Of mother)","2007-2013","63.1",,"60.8","65.5","1.2",410,"Connecticut - Hartford","County","09","9003",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"2812","44536"
364924843,"White, non-Hispanic (Of mother)","2007-2013","8.1",,"7.6","8.6","0.3",410,"Connecticut - Hartford","County","09","9003",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"998","123119"
364924844,"Black or African American, non-Hispanic (Of mother)","2007-2013","32.1",,"30.2","34.0","1.0",410,"Connecticut - Hartford","County","09","9003",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"1098","34236"
364924845,"Total","2007-2013","10.8",,"9.8","11.8","0.5",411,"Connecticut - Litchfield","County","09","9005",,,"Total",,,,,,,,,,,,,,,,,,,,,,"447","41277"
364924846,"Aged 15-17 years (Of mother)","2007-2013","4.8",,"4.0","5.7","0.4",411,"Connecticut - Litchfield","County","09","9005",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"135","27888"
364924847,"Aged 18-19 years (Of mother)","2007-2013","23.3",,"20.7","25.9","1.3",411,"Connecticut - Litchfield","County","09","9005",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"312","13389"
364924848,"Hispanic or Latino (Of mother)","2007-2013","23.0",,"17.6","29.6","3.0",411,"Connecticut - Litchfield","County","09","9005",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"60","2608"
364924849,"White, non-Hispanic (Of mother)","2007-2013","9.8",,"8.8","10.8","0.5",411,"Connecticut - Litchfield","County","09","9005",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"363","36926"
364924850,"Black or African American, non-Hispanic (Of mother)","2007-2013","DSU","DSU",,,,411,"Connecticut - Litchfield","County","09","9005",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"17","745"
364924851,"Total","2007-2013","9.6",,"8.6","10.6","0.5",412,"Connecticut - Middlesex","County","09","9007",,,"Total",,,,,,,,,,,,,,,,,,,,,,"346","36173"
364924852,"Aged 15-17 years (Of mother)","2007-2013","3.7",,"2.9","4.5","0.4",412,"Connecticut - Middlesex","County","09","9007",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"81","22166"
364924853,"Aged 18-19 years (Of mother)","2007-2013","18.9",,"16.6","21.2","1.2",412,"Connecticut - Middlesex","County","09","9007",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"265","14007"
364924854,"Hispanic or Latino (Of mother)","2007-2013","26.5",,"20.7","33.5","3.2",412,"Connecticut - Middlesex","County","09","9007",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"70","2638"
364924855,"White, non-Hispanic (Of mother)","2007-2013","7.2",,"6.2","8.1","0.5",412,"Connecticut - Middlesex","County","09","9007",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"213","29647"
364924856,"Black or African American, non-Hispanic (Of mother)","2007-2013","24.7",,"18.8","31.8","3.2",412,"Connecticut - Middlesex","County","09","9007",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"60","2432"
364924857,"Total","2007-2013","22.2",,"21.5","22.8","0.3",413,"Connecticut - New Haven","County","09","9009",,,"Total",,,,,,,,,,,,,,,,,,,,,,"4761","214868"
364924858,"Aged 15-17 years (Of mother)","2007-2013","11.8",,"11.2","12.5","0.3",413,"Connecticut - New Haven","County","09","9009",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"1453","122643"
364924859,"Aged 18-19 years (Of mother)","2007-2013","35.9",,"34.6","37.1","0.6",413,"Connecticut - New Haven","County","09","9009",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"3308","92225"
364924860,"Hispanic or Latino (Of mother)","2007-2013","56.0",,"53.7","58.2","1.1",413,"Connecticut - New Haven","County","09","9009",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"2382","42554"
364924861,"White, non-Hispanic (Of mother)","2007-2013","8.0",,"7.5","8.5","0.2",413,"Connecticut - New Haven","County","09","9009",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"1041","129888"
364924862,"Black or African American, non-Hispanic (Of mother)","2007-2013","37.9",,"35.8","39.9","1.0",413,"Connecticut - New Haven","County","09","9009",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"1300","34345"
364924863,"Total","2007-2013","18.8",,"17.8","19.9","0.5",414,"Connecticut - New London","County","09","9011",,,"Total",,,,,,,,,,,,,,,,,,,,,,"1179","62576"
364924864,"Aged 15-17 years (Of mother)","2007-2013","6.0",,"5.3","6.8","0.4",414,"Connecticut - New London","County","09","9011",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"231","38230"
364924865,"Aged 18-19 years (Of mother)","2007-2013","38.9",,"36.5","41.4","1.3",414,"Connecticut - New London","County","09","9011",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"948","24346"
364924866,"Hispanic or Latino (Of mother)","2007-2013","41.8",,"37.2","46.5","2.4",414,"Connecticut - New London","County","09","9011",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"312","7457"
364924867,"White, non-Hispanic (Of mother)","2007-2013","14.4",,"13.3","15.4","0.6",414,"Connecticut - New London","County","09","9011",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"677","47143"
364924868,"Black or African American, non-Hispanic (Of mother)","2007-2013","32.8",,"27.6","37.9","2.6",414,"Connecticut - New London","County","09","9011",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"156","4759"
364924869,"Total","2007-2013","5.9",,"5.2","6.6","0.3",415,"Connecticut - Tolland","County","09","9013",,,"Total",,,,,,,,,,,,,,,,,,,,,,"295","49780"
364924870,"Aged 15-17 years (Of mother)","2007-2013","3.0",,"2.3","3.9","0.4",415,"Connecticut - Tolland","County","09","9013",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"61","20090"
364924871,"Aged 18-19 years (Of mother)","2007-2013","7.9",,"6.9","8.9","0.5",415,"Connecticut - Tolland","County","09","9013",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"234","29690"
364924872,"Hispanic or Latino (Of mother)","2007-2013","16.0",,"11.7","21.3","2.4",415,"Connecticut - Tolland","County","09","9013",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"46","2874"
364924873,"White, non-Hispanic (Of mother)","2007-2013","5.1",,"4.4","5.8","0.3",415,"Connecticut - Tolland","County","09","9013",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"217","42315"
364924874,"Black or African American, non-Hispanic (Of mother)","2007-2013","13.0",,"8.5","19.0","2.5",415,"Connecticut - Tolland","County","09","9013",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"26","2007"
364924875,"Total","2007-2013","22.3",,"20.6","23.9","0.9",416,"Connecticut - Windham","County","09","9015",,,"Total",,,,,,,,,,,,,,,,,,,,,,"678","30457"
364924876,"Aged 15-17 years (Of mother)","2007-2013","10.8",,"9.2","12.4","0.8",416,"Connecticut - Windham","County","09","9015",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"177","16336"
364924877,"Aged 18-19 years (Of mother)","2007-2013","35.5",,"32.4","38.6","1.6",416,"Connecticut - Windham","County","09","9015",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"501","14121"
364924878,"Hispanic or Latino (Of mother)","2007-2013","64.8",,"56.8","72.8","4.1",416,"Connecticut - Windham","County","09","9015",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"251","3873"
364924879,"White, non-Hispanic (Of mother)","2007-2013","16.5",,"14.9","18.1","0.8",416,"Connecticut - Windham","County","09","9015",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"413","25008"
364924880,"Black or African American, non-Hispanic (Of mother)","2007-2013","DSU","DSU",,,,416,"Connecticut - Windham","County","09","9015",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"10","945"
225126302,"Total","2012","15.1",,"14.4","15.8","0.3",9,"Connecticut","State","09","9",,,"Total",,,,,,,,,,,,,,,,,,,,,,"1889","124986"
225126303,"Aged 15-17 years (Of mother)","2012","7.3",,"6.7","7.9","0.3",9,"Connecticut","State","09","9",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"528","72086"
225126304,"Aged 18-19 years (Of mother)","2012","25.7",,"24.4","27.1","0.7",9,"Connecticut","State","09","9",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"1361","52900"
225126311,"Aged 15-17 years; Hispanic or Latino (Of mother)","2012","23.3",,"20.7","26.0","1.3",9,"Connecticut","State","09","9",,,,"Aged 15-17 years",,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"303","12988"
225126305,"Aged 18-19 years; Hispanic or Latino (Of mother)","2012","70.0",,"64.6","75.5","2.8",9,"Connecticut","State","09","9",,,,"Aged 18-19 years",,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"640","9138"
225126313,"Aged 15-17 years; White, non-Hispanic (Of mother)","2012","2.5",,"2.0","2.9","0.2",9,"Connecticut","State","09","9",,,,"Aged 15-17 years",,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"117","47375"
225126310,"Aged 18-19 years; White, non-Hispanic (Of mother)","2012","12.4",,"11.3","13.6","0.6",9,"Connecticut","State","09","9",,,,"Aged 18-19 years",,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"437","35106"
225126309,"Aged 15-17 years; Black or African American, non-Hispanic (Of mother)","2012","12.1",,"9.8","14.4","1.2",9,"Connecticut","State","09","9",,,,"Aged 15-17 years",,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"105","8671"
225126312,"Aged 18-19 years; Black or African American, non-Hispanic (Of mother)","2012","41.8",,"36.8","46.8","2.6",9,"Connecticut","State","09","9",,,,"Aged 18-19 years",,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"269","6430"
